[0.017s] Invoking command in '/home/ming/turtle_ws/build/turtlebot3_gazebo': CMAKE_PREFIX_PATH=/opt/ros/humble:${CMAKE_PREFIX_PATH} /usr/bin/cmake --build /home/ming/turtle_ws/build/turtlebot3_gazebo -- -j16 -l16
[0.188s] [ 16%] Built target turtlebot3_drive
[0.188s] [ 33%] Built target obstacle1
[0.188s] [ 50%] Built target obstacles
[0.188s] [ 75%] Built target traffic_bar_plugin
[0.188s] [ 83%] Built target obstacle2
[0.188s] [100%] Built target traffic_light_plugin
[0.221s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_noentry/materials/scripts/traffic_noentry.material
[0.221s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_noentry/materials/textures/traffic_noentry.png
[0.222s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_noentry/model.config
[0.222s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_noentry/model.sdf
[0.222s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_parking/materials/scripts/traffic_parking.material
[0.224s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_parking/materials/textures/traffic_parking.png
[0.224s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_parking/model.config
[0.224s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_parking/model.sdf
[0.224s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_pl_left/materials/scripts/traffic_pl_left.material
[0.224s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_pl_left/materials/textures/traffic_pl_left.png
[0.225s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_pl_left/model.config
[0.225s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_pl_left/model.sdf
[0.225s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_right/materials/scripts/traffic_right.material
[0.225s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_right/materials/textures/traffic_right.png
[0.226s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_right/model.config
[0.226s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_right/model.sdf
[0.226s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_stop/materials/scripts/traffic_stop.material
[0.226s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_stop/materials/textures/traffic_stop.png
[0.226s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_stop/model.config
[0.227s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_stop/model.sdf
[0.227s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_tunnel/materials/scripts/tunnel.material
[0.227s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_tunnel/materials/textures/tunnel.png
[0.227s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_tunnel/model.config
[0.227s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_autorace_2020/traffic_tunnel/model.sdf
[0.227s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_burger/model-1_4.sdf
[0.228s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_burger/model.config
[0.228s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_burger/model.sdf
[0.228s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_burger_cam/model-1_4.sdf
[0.228s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_burger_cam/model.config
[0.228s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_burger_cam/model.sdf
[0.228s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/bases/burger_base.stl
[0.228s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/bases/waffle_base.stl
[0.228s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/bases/waffle_pi_base.stl
[0.229s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/burger_base.dae
[0.229s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/lds.dae
[0.229s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/r200.dae
[0.229s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/astra.dae
[0.229s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/astra.jpg
[0.230s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/lds.stl
[0.230s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/r200.dae
[0.230s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/sensors/r200.jpg
[0.230s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/tire.dae
[0.231s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/waffle_base.dae
[0.231s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/waffle_pi_base.dae
[0.231s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/wheels/left_tire.stl
[0.231s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/meshes/wheels/right_tire.stl
[0.231s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_common/model.config
[0.231s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/goal_box/model.config
[0.231s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/goal_box/model.sdf
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/model.config
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/inner_walls/model.sdf
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/model.config
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/model.sdf
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle1/model.config
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle1/model.sdf
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle2/model.config
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacle2/model.sdf
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacles/model.config
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_dqn_world/obstacles/model.sdf
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_house/model.config
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_house/model.sdf
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_waffle/model-1_4.sdf
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_waffle/model.config
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_waffle/model.sdf
[0.232s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_waffle_pi/model-1_4_.sdf
[0.233s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_waffle_pi/model.config
[0.233s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_waffle_pi/model.sdf
[0.233s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_world/meshes/hexagon.dae
[0.233s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_world/meshes/wall.dae
[0.233s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_world/model-1_4.sdf
[0.233s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_world/model.config
[0.233s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//models/turtlebot3_world/model.sdf
[0.233s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//rviz/tb3_gazebo.rviz
[0.234s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//urdf/common_properties.urdf
[0.234s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//urdf/turtlebot3_burger.urdf
[0.234s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//urdf/turtlebot3_burger_cam.urdf
[0.234s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//urdf/turtlebot3_waffle.urdf
[0.234s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//urdf/turtlebot3_waffle_pi.urdf
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/empty_world.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/garlegil3.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/graph_routes.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/turtlebot3_autorace_2020.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage1.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage2.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage3.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage4.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/turtlebot3_house.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/turtlebot3_wa.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo//worlds/turtlebot3_world.world
[0.235s] -- Up-to-date symlink: /home/ming/turtle_ws/install/include//turtlebot3_gazebo/obstacle1.hpp
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/include//turtlebot3_gazebo/obstacle2.hpp
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/include//turtlebot3_gazebo/obstacles.hpp
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/include//turtlebot3_gazebo/traffic_bar_plugin.hpp
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/include//turtlebot3_gazebo/traffic_light_plugin.hpp
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/include//turtlebot3_gazebo/turtlebot3_drive.hpp
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/ament_index/resource_index/package_run_dependencies/turtlebot3_gazebo
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/ament_index/resource_index/parent_prefix_path/turtlebot3_gazebo
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/environment/ament_prefix_path.sh
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/environment/ament_prefix_path.dsv
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/environment/path.sh
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/environment/path.dsv
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/local_setup.bash
[0.236s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/local_setup.sh
[0.237s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/local_setup.zsh
[0.237s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/local_setup.dsv
[0.237s] -- Symlinking: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/package.dsv
[0.237s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/ament_index/resource_index/packages/turtlebot3_gazebo
[0.237s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/cmake/ament_cmake_export_include_directories-extras.cmake
[0.237s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/cmake/ament_cmake_export_dependencies-extras.cmake
[0.237s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/cmake/turtlebot3_gazeboConfig.cmake
[0.237s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/cmake/turtlebot3_gazeboConfig-version.cmake
[0.237s] -- Up-to-date symlink: /home/ming/turtle_ws/install/share/turtlebot3_gazebo/package.xml
[0.285s] Invoked command in '/home/ming/turtle_ws/build/turtlebot3_gazebo' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble:${CMAKE_PREFIX_PATH} /usr/bin/cmake --install /home/ming/turtle_ws/build/turtlebot3_gazebo
